id, folder, n_r, n_theta, aspect_ratio, shell_depth, chebyshev, rotation, magnetism, viscous_heating, ohmic_heating, Ekman_Number, Prandtl_Number, Magnetic_Prandtl_Number, Rayleigh_Number, Modified_Rayleigh_Number, no_slip_boundaries, fix_tvar_bottom, T_bottom, fix_dtdr_bottom, dTdr_bottom, fix_tvar_top, T_top, fix_dtdr_top, dTdr_top, reference_type, heating_type, poly_n, poly_Nrho, gravity_power, dimensional, hyperdiffusion, hyperdiffusion_alpha, hyperdiffusion_beta, 
  47, mheimpel/Jup90/fsb/E3n6/runM2,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  48, mheimpel/Jup90/fsb/E3n6/runM3,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  49, mheimpel/Jup90/fsb/E3n6/runM4,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  50, mheimpel/Jup90/fsb/E3n6/runM5,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  51, mheimpel/Jup90/fsb/E3n6/runM6,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  52, mheimpel/Jup90/nsb/E1n4/run1,      256,      576,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.900000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  53, mheimpel/Jup90/nsb/E1n4/run2,      256,      576,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.900000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  54, mheimpel/Jup90/nsb/E1n4/run3,      256,      576,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  55, mheimpel/Jup90/nsb/E1n5/run1,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.200000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  56, mheimpel/Jup90/nsb/E1n5/run2,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.200000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  57, mheimpel/Jup90/nsb/E3n5/run1,      256,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+01,      3.000000000000E+00, 
  58, mheimpel/Jup90/nsb/E3n5/run2,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+01,      3.000000000000E+00, 
  59, mheimpel/Jup90/nsb/E3n5/run3,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+01,      3.000000000000E+00, 
  60, mheimpel/Jup90/nsb/E3n6/run1,      384,     1152,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  61, mheimpel/Uranus75/N5/E1n3/run1,      256,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-03,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+00,      3.000000000000E+00, 
  62, mheimpel/Uranus75/N5/E1n3/run2,      256,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-03,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+00,      3.000000000000E+00, 
  63, mheimpel/Uranus75/N5/E1n4/run1,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+01,      3.000000000000E+00, 
  64, mheimpel/Uranus75/N5/E3n4/run1,      192,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  65, mheimpel/Jup95/fsb/poly_n1/E1n4/run1,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  66, mheimpel/Jup95/fsb/poly_n1/E1n4/run2,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  67, mheimpel/Jup95/fsb/poly_n1/E1n5/run1a,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      2.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  68, mheimpel/Jup95/fsb/poly_n1/E1n5/run1b,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.380000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  69, mheimpel/Jup95/fsb/poly_n1/E1n5/run1c,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  70, mheimpel/Jup95/fsb/poly_n1/E1n5/run2,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  71, mheimpel/Jup95/fsb/poly_n1/E1n5/run3,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  72, mheimpel/Jup95/fsb/poly_n1/E1n5/run4,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  73, mheimpel/Jup95/fsb/poly_n1/E1n5/run5,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  74, mheimpel/Jup95/fsb/poly_n1/E1n5/run6,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  75, mheimpel/Jup95/fsb/poly_n1/E1n5/run7,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  76, mheimpel/Jup95/fsb/poly_n1/E3n5/run1a,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      6.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  77, mheimpel/Jup95/fsb/poly_n1/E3n5/run1b,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      4.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  78, mheimpel/Jup95/fsb/poly_n1/E3n5/run1c,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  79, mheimpel/Jup95/fsb/poly_n1/E3n6/run1a,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      6.000000000000E-06,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.050000000000E+02,      3.000000000000E+00, 
  80, mheimpel/Jup95/nsb/poly_n1/E1n5/run1,      256,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      6.000000000000E+01,      3.000000000000E+00, 
  81, mheimpel/Jup95/nsb/poly_n1/E1n5/run2,      384,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      4.000000000000E+01,      3.000000000000E+00, 
  82, mheimpel/Jup95/nsb/poly_n1/E1n5/run3,      384,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      4.000000000000E+01,      3.000000000000E+00, 
  83, mheimpel/Jup95/nsb/poly_n1/E1n5/run4,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  84, mheimpel/Jup95/nsb/poly_n1/E1n6/run1a,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.500000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
  85, mheimpel/Jup95/nsb/poly_n1/E1n6/run1b,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
  86, mheimpel/Jup95/nsb/poly_n1/E1n6/run1c,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
  87, mheimpel/Jup95/nsb/poly_n1/E1n6/run1d,     1024,     2304,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
  88, mheimpel/Jup95/nsb/poly_n1/E1n6/run2,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      2.400000000000E+02,      3.000000000000E+00, 
  89, mheimpel/Jup95/nsb/poly_n1/E1n6/run3,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      2.400000000000E+02,      3.000000000000E+00, 
  90, mheimpel/Jup95/nsb/poly_n1/E1n6/run4,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      2.400000000000E+02,      3.000000000000E+00, 
  91, mheimpel/Jup95/nsb/poly_n1/E1n6/runM1,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
  92, mheimpel/Jup95/nsb/poly_n1/E1n6/runM2,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.800000000000E+02,      3.000000000000E+00, 
