id, folder, n_r, n_theta, aspect_ratio, shell_depth, chebyshev, rotation, magnetism, viscous_heating, ohmic_heating, Ekman_Number, Prandtl_Number, Magnetic_Prandtl_Number, Rayleigh_Number, Modified_Rayleigh_Number, no_slip_boundaries, fix_tvar_bottom, T_bottom, fix_dtdr_bottom, dTdr_bottom, fix_tvar_top, T_top, fix_dtdr_top, dTdr_top, reference_type, heating_type, poly_n, poly_Nrho, gravity_power, dimensional, hyperdiffusion, hyperdiffusion_alpha, hyperdiffusion_beta, 
  21, mheimpel/JupNatGeo/E1n4/run2,      256,     1024,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      8.000000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      3.500000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  22, mheimpel/JupNatGeo/E1n4/run3,      256,     1024,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      8.000000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      3.500000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      3.000000000000E+00,      3.000000000000E+00, 
  23, mheimpel/JupNatGeo/E1n5/run1,      256,     1024,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.000000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      7.000000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      4.500000000000E+01,      3.000000000000E+00, 
  24, mheimpel/JupNatGeo/E3n5/run1,      256,     1024,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      7.000000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.500000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.500000000000E+01,      3.000000000000E+00, 
  25, mheimpel/JupNatGeo/E3n6/run1,      256,     1024,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.100000000000E+02,      3.000000000000E+00, 
  26, mheimpel/JupNatGeo/E3n6/run2,      256,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  27, mheimpel/JupNatGeo/E3n6/run3,      256,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  28, mheimpel/JupNatGeo/E3n6/run4,      384,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  29, mheimpel/JupNatGeo/E3n6/run4a,      384,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  30, mheimpel/JupNatGeo/E3n6/run4b,      384,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  31, mheimpel/JupNatGeo/E3n6/run5,      384,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  32, mheimpel/JupNatGeo/E3n6/run6,      256,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.581000000000E+01,        4,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  33, mheimpel/Uranus75/E1n3/run1,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-03,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  34, mheimpel/Uranus75/E1n4/run1,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.250000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  35, mheimpel/Uranus75/E3n4/run1,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  36, mheimpel/Uranus75/E3n4/run2,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.250000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  37, mheimpel/Uranus75/E3n4/run3,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-04,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.250000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  38, mheimpel/Uranus75/E3n4/run4,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.250000000000E+02,        3,        1,      2.000000000000E+00,      7.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.000000000000E+01,      3.000000000000E+00, 
  39, mheimpel/testruns/benchmark_case/run0,      128,      192,     -1.000000000000E+00,     -1.000000000000E+00, .true., .true., .false., .TRUE., .TRUE.,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00, .FALSE., .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30,        2,        0,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .true., .DEFAULT.,     -1.000000015047E+30,     -1.000000015047E+30, 
  40, mheimpel/testruns/benchmark_case/run1,      128,      192,     -1.000000000000E+00,     -1.000000000000E+00, .true., .true., .false., .TRUE., .TRUE.,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00, .FALSE., .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30,        2,        0,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .true., .DEFAULT.,     -1.000000015047E+30,     -1.000000015047E+30, 
  41, mheimpel/testruns/benchmark_case/run2,      256,      384,     -1.000000000000E+00,     -1.000000000000E+00, .true., .true., .false., .TRUE., .TRUE.,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00, .FALSE., .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30,        2,        0,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .true., .DEFAULT.,     -1.000000015047E+30,     -1.000000015047E+30, 
  42, mheimpel/testruns/benchmark_case/run3,      512,      768,     -1.000000000000E+00,     -1.000000000000E+00, .true., .true., .false., .TRUE., .TRUE.,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00, .FALSE., .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000015047E+30, .DEFAULT.,     -1.000000015047E+30,        2,        0,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .true., .DEFAULT.,     -1.000000015047E+30,     -1.000000015047E+30, 
  43, mheimpel/Jup90/fsb/E3n6/run1,      384,     1152,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.000000000000E-02, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.700000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  44, mheimpel/Jup90/fsb/E3n6/run2,      384,     1152,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.000000000000E-02, .FALSE., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.700000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
  45, mheimpel/Jup90/fsb/E3n6/run3,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      9.000000000000E+01,      3.000000000000E+00, 
  46, mheimpel/Jup90/fsb/E3n6/runM1,      512,     1536,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      4.800000000000E-02, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03,        3,        4,      2.000000000000E+00,      6.000000000000E+00,     -1.000000015047E+30, .DEFAULT., .true.,      1.200000000000E+02,      3.000000000000E+00, 
