id, folder, :math:`N_{r}`, :math:`N_{\theta}`, :math:`Np_{column}`, :math:`Np_{row}`, :math:`r_i / r_o`, :math:`r_o - r_i`, Chebyshev grid, rotation, magnetism, viscous heating, Ohmic heating, :math:`E`, :math:`Pr`, :math:`Pm`, :math:`Ra`, :math:`Ram`, Non slip boundary, Fixed :math:`T` at :math:`r_i`, :math:`T(r_i)`, Fixed :math:`\frac{dT}{dr}` at :math:`r_i`, :math:`\frac{dT}{dr}|_{r=r_i}`, Fixed :math:`T` at :math:`r_o`, :math:`T(r_o)`, Fixed :math:`\frac{dT}{dr}` at :math:`r_o`, :math:`\frac{dT}{dr}|_{r=r_o}`, Reference type, Heating type, :math:`n_{p}`, :math:`n_{\rho}`, :math:`n_{g}`, Hyper-diffusion, :math:`\alpha`, :math:`\beta`, 
  42,      256,      576,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.900000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.000000000000E+01,      3.000000000000E+00, 
  43,      256,      576,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.900000000000E+01,        3,        1,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.000000000000E+01,      3.000000000000E+00, 
  44,      256,      576,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.000000000000E+01,      3.000000000000E+00, 
  45,      384,      768,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.200000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  46,      384,      768,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.200000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  47,      256,      768,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      3.000000000000E+01,      3.000000000000E+00, 
  48,      384,      768,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      3.000000000000E+01,      3.000000000000E+00, 
  49,      384,      768,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      3.000000000000E+01,      3.000000000000E+00, 
  50,      384,     1152,      128,      128,      9.000000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        4,      2.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  51,      384,      768,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  52,      384,      768,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  53,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      2.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  54,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.380000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  55,      384,     1152,      128,      256,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  56,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  57,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  58,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  59,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  60,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  61,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      9.000000000000E+01,      3.000000000000E+00, 
  62,      384,      768,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      6.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  63,      384,      768,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      4.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  64,      384,      768,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  65,      512,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      6.000000000000E-06,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.500000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.050000000000E+02,      3.000000000000E+00, 
  66,      256,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      6.000000000000E+01,      3.000000000000E+00, 
  67,      384,     1536,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      4.000000000000E+01,      3.000000000000E+00, 
  68,      384,     1536,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      4.000000000000E+01,      3.000000000000E+00, 
  69,      512,     1152,      256,       64,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      5.000000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.200000000000E+02,      3.000000000000E+00, 
  70,     1024,     1536,      512,       64,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.500000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  71,     1024,     1536,      512,       64,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  72,     1024,     1536,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  73,     1024,     2304,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  74,     1024,     1536,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  75,     1024,     1536,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  76,     1024,     1536,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  77,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  78,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  79,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.800000000000E+02,      3.000000000000E+00, 
  80,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  81,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  82,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  83,     1024,     1536,     1024,      512,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.600000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  84,     1024,     1536,     1024,       32,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      2.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      5.000000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.400000000000E+02,      3.000000000000E+00, 
  85,      256,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      2.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      2.000000000000E+01,      3.000000000000E+00, 
  86,      256,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.667000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.500000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      4.000000000000E+01,      3.000000000000E+00, 
  87,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      8.000000000000E-01, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.250000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      8.000000000000E+01,      3.000000000000E+00, 
  88,      384,     1152,      128,      128,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      1.000000000000E+03,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.200000000000E+02,      3.000000000000E+00, 
  89,      512,     1152,      256,       64,      9.500000000000E-01,      1.000000000000E+00, .TRUE., .TRUE., .FALSE., .TRUE., .TRUE.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.500000000000E+00, .FALSE., .DEFAULT.,     -1.000000015047E+30, .TRUE.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .TRUE.,      4.000000000000E+02,        3,        1,      1.000000000000E+00,      5.000000000000E+00,     -1.000000015047E+30, .TRUE.,      1.200000000000E+02,      3.000000000000E+00, 
