id, stack, folder, n_r, n_theta, aspect_ratio, shell_depth, chebyshev, rotation, magnetism, viscous_heating, ohmic_heating, Ekman_Number, Prandtl_Number, Magnetic_Prandtl_Number, Rayleigh_Number, Modified_Rayleigh_Number, no_slip_boundaries, fix_tvar_bottom, T_bottom, fix_dtdr_bottom, dTdr_bottom, fix_tvar_top, T_top, fix_dtdr_top, dTdr_top, hyperdiffusion, hyperdiffusion_alpha, hyperdiffusion_beta, 
      55,     5408,  mheimpel/Jup90/nsb/E1n5/run1,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.200000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      56,     5506,  mheimpel/Jup90/nsb/E1n5/run2,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.200000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      57,     5604,  mheimpel/Jup90/nsb/E3n5/run1,      256,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
      58,     5702,  mheimpel/Jup90/nsb/E3n5/run2,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
      59,     5800,  mheimpel/Jup90/nsb/E3n5/run3,      384,      768,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.500000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      3.000000000000E+01,      3.000000000000E+00, 
      60,     5898,  mheimpel/Jup90/nsb/E3n6/run1,      384,     1152,      9.000000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      61,     5995,  mheimpel/Uranus75/N5/E1n3/run1,      256,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-03,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01, .true.,      3.000000000000E+00,      3.000000000000E+00, 
      62,     6092,  mheimpel/Uranus75/N5/E1n3/run2,      256,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-03,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01, .true.,      3.000000000000E+00,      3.000000000000E+00, 
      63,     6189,  mheimpel/Uranus75/N5/E1n4/run1,      384,      576,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01, .true.,      3.000000000000E+01,      3.000000000000E+00, 
      64,     6286,  mheimpel/Uranus75/N5/E3n4/run1,      192,      384,      7.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.300000000000E+01, .true.,      1.000000000000E+01,      3.000000000000E+00, 
      65,     6382,  mheimpel/Jup95/fsb/poly_n1/E1n4/run1,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      66,     6478,  mheimpel/Jup95/fsb/poly_n1/E1n4/run2,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-04,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      67,     6575,  mheimpel/Jup95/fsb/poly_n1/E1n5/run1a,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      2.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      68,     6672,  mheimpel/Jup95/fsb/poly_n1/E1n5/run1b,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.380000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      69,     6769,  mheimpel/Jup95/fsb/poly_n1/E1n5/run1c,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      70,     6866,  mheimpel/Jup95/fsb/poly_n1/E1n5/run2,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      71,     6964,  mheimpel/Jup95/fsb/poly_n1/E1n5/run3,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      72,     7062,  mheimpel/Jup95/fsb/poly_n1/E1n5/run4,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      73,     7159,  mheimpel/Jup95/fsb/poly_n1/E1n5/run5,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      74,     7256,  mheimpel/Jup95/fsb/poly_n1/E1n5/run6,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      75,     7368,  mheimpel/Jup95/fsb/poly_n1/E1n5/run7,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      7.500000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      9.000000000000E+01,      3.000000000000E+00, 
      76,     7464,  mheimpel/Jup95/fsb/poly_n1/E3n5/run1a,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      6.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      77,     7560,  mheimpel/Jup95/fsb/poly_n1/E3n5/run1b,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      4.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      78,     7656,  mheimpel/Jup95/fsb/poly_n1/E3n5/run1c,      384,      768,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      79,     7753,  mheimpel/Jup95/fsb/poly_n1/E3n6/run1a,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      6.000000000000E-06,      3.000000000000E-01,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .false., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.500000000000E+02, .true.,      1.050000000000E+02,      3.000000000000E+00, 
      80,     7851,  mheimpel/Jup95/nsb/poly_n1/E1n5/run1,      256,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      6.000000000000E+01,      3.000000000000E+00, 
      81,     7949,  mheimpel/Jup95/nsb/poly_n1/E1n5/run2,      384,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      4.000000000000E+01,      3.000000000000E+00, 
      82,     8047,  mheimpel/Jup95/nsb/poly_n1/E1n5/run3,      384,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      4.000000000000E+01,      3.000000000000E+00, 
      83,     8147,  mheimpel/Jup95/nsb/poly_n1/E1n5/run4,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
      84,     8246,  mheimpel/Jup95/nsb/poly_n1/E1n6/run1a,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.500000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      85,     8345,  mheimpel/Jup95/nsb/poly_n1/E1n6/run1b,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      86,     8446,  mheimpel/Jup95/nsb/poly_n1/E1n6/run1c,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      87,     8547,  mheimpel/Jup95/nsb/poly_n1/E1n6/run1d,     1024,     2304,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      88,     8648,  mheimpel/Jup95/nsb/poly_n1/E1n6/run2,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      89,     8749,  mheimpel/Jup95/nsb/poly_n1/E1n6/run3,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      90,     8850,  mheimpel/Jup95/nsb/poly_n1/E1n6/run4,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      91,     8951,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM1,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      92,     9052,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM2,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      93,     9153,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM3,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      1.800000000000E+02,      3.000000000000E+00, 
      94,     9254,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM4,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      95,     9355,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM5,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      96,     9456,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM6,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      97,     9557,  mheimpel/Jup95/nsb/poly_n1/E1n6/runM7,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      1.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.250000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.600000000000E+03, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      98,     9658,  mheimpel/Jup95/nsb/poly_n1/E2n6/run1,     1024,     1536,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      2.000000000000E-06,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      5.000000000000E+02, .true.,      2.400000000000E+02,      3.000000000000E+00, 
      99,     9756,  mheimpel/Jup95/nsb/poly_n1/E3n5/run1,      256,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+03, .true.,      2.000000000000E+01,      3.000000000000E+00, 
     100,     9856,  mheimpel/Jup95/nsb/poly_n1/E3n5/run2,      256,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      6.667000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.500000000000E+03, .true.,      4.000000000000E+01,      3.000000000000E+00, 
     101,     9956,  mheimpel/Jup95/nsb/poly_n1/E3n5/run3,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      8.000000000000E-01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.250000000000E+03, .true.,      8.000000000000E+01,      3.000000000000E+00, 
     102,    10056,  mheimpel/Jup95/nsb/poly_n1/E3n5/run4,      384,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+03, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     103,    10156,  mheimpel/Jup95/nsb/poly_n1/E3n5/run5,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      2.500000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      4.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     104,    10256,  mheimpel/Jup95/nsb/poly_n1/E3n5/run6,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.250000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      8.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     105,    10356,  mheimpel/Jup95/nsb/poly_n1/E3n5/run7,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      5.000000000000E+00, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      2.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
     106,    10456,  mheimpel/Jup95/nsb/poly_n1/E3n5/run8,      512,     1152,      9.500000000000E-01,      1.000000000000E+00, .true., .true., .DEFAULT., .DEFAULT., .DEFAULT.,      3.000000000000E-05,      1.000000000000E+00,     -1.000000000000E+00,     -1.000000000000E+00,      1.000000000000E+01, .DEFAULT., .DEFAULT.,     -1.000000015047E+30, .true.,     -1.000000000000E+00, .DEFAULT.,     -1.000000015047E+30, .true.,      1.000000000000E+02, .true.,      1.200000000000E+02,      3.000000000000E+00, 
